plan,swing,baseline,dem,rep
Evers least change,15.200000000000003,GOV,63,36
People's Map Commission,15.200000000000003,GOV,63,36
2012,15.300000000000004,GOV,66,33
2022,15.300000000000004,GOV,69,30
Evers least change,15.300000000000004,GOV,63,36
People's Map Commission,15.300000000000004,GOV,63,36
2012,15.399999999999999,GOV,66,33
2022,15.399999999999999,GOV,69,30
Evers least change,15.399999999999999,GOV,63,36
People's Map Commission,15.399999999999999,GOV,63,36
2012,15.5,GOV,66,33
2022,15.5,GOV,69,30
Evers least change,15.5,GOV,63,36
People's Map Commission,15.5,GOV,63,36
2012,15.600000000000001,GOV,67,32
2022,15.600000000000001,GOV,69,30
Evers least change,15.600000000000001,GOV,63,36
People's Map Commission,15.600000000000001,GOV,63,36
2012,15.700000000000003,GOV,67,32
2022,15.700000000000003,GOV,69,30
Evers least change,15.700000000000003,GOV,63,36
People's Map Commission,15.700000000000003,GOV,63,36
2012,15.800000000000004,GOV,67,32
2022,15.800000000000004,GOV,70,29
Evers least change,15.800000000000004,GOV,63,36
People's Map Commission,15.800000000000004,GOV,64,35
2012,15.899999999999999,GOV,67,32
2022,15.899999999999999,GOV,70,29
Evers least change,15.899999999999999,GOV,64,35
People's Map Commission,15.899999999999999,GOV,64,35
2012,16,GOV,67,32
2022,16,GOV,70,29
Evers least change,16,GOV,64,35
People's Map Commission,16,GOV,64,35
2012,16.1,GOV,67,32
2022,16.1,GOV,70,29
Evers least change,16.1,GOV,65,34
People's Map Commission,16.1,GOV,64,35
2012,16.200000000000003,GOV,68,31
2022,16.200000000000003,GOV,70,29
Evers least change,16.200000000000003,GOV,66,33
People's Map Commission,16.200000000000003,GOV,64,35
2012,16.300000000000004,GOV,68,31
2022,16.300000000000004,GOV,71,28
Evers least change,16.300000000000004,GOV,66,33
People's Map Commission,16.300000000000004,GOV,64,35
2012,16.4,GOV,68,31
2022,16.4,GOV,71,28
Evers least change,16.4,GOV,67,32
People's Map Commission,16.4,GOV,64,35
2012,16.5,GOV,68,31
2022,16.5,GOV,72,27
Evers least change,16.5,GOV,67,32
People's Map Commission,16.5,GOV,64,35
2012,16.6,GOV,68,31
2022,16.6,GOV,72,27
Evers least change,16.6,GOV,67,32
People's Map Commission,16.6,GOV,64,35
2012,16.700000000000003,GOV,68,31
2022,16.700000000000003,GOV,72,27
Evers least change,16.700000000000003,GOV,67,32
People's Map Commission,16.700000000000003,GOV,64,35
2012,16.800000000000004,GOV,68,31
2022,16.800000000000004,GOV,72,27
Evers least change,16.800000000000004,GOV,67,32
People's Map Commission,16.800000000000004,GOV,64,35
2012,16.9,GOV,68,31
2022,16.9,GOV,72,27
Evers least change,16.9,GOV,67,32
People's Map Commission,16.9,GOV,64,35
2012,17,GOV,68,31
2022,17,GOV,72,27
Evers least change,17,GOV,67,32
People's Map Commission,17,GOV,64,35
2012,17.1,GOV,68,31
2022,17.1,GOV,72,27
Evers least change,17.1,GOV,67,32
People's Map Commission,17.1,GOV,64,35
2012,17.200000000000003,GOV,68,31
2022,17.200000000000003,GOV,72,27
Evers least change,17.200000000000003,GOV,67,32
People's Map Commission,17.200000000000003,GOV,65,34
2012,17.300000000000004,GOV,69,30
2022,17.300000000000004,GOV,72,27
Evers least change,17.300000000000004,GOV,67,32
People's Map Commission,17.300000000000004,GOV,65,34
2012,17.4,GOV,69,30
2022,17.4,GOV,74,25
Evers least change,17.4,GOV,67,32
People's Map Commission,17.4,GOV,66,33
2012,17.5,GOV,69,30
2022,17.5,GOV,74,25
Evers least change,17.5,GOV,67,32
People's Map Commission,17.5,GOV,68,31
2012,17.6,GOV,69,30
2022,17.6,GOV,74,25
Evers least change,17.6,GOV,67,32
People's Map Commission,17.6,GOV,68,31
2012,17.700000000000003,GOV,70,29
2022,17.700000000000003,GOV,74,25
Evers least change,17.700000000000003,GOV,68,31
People's Map Commission,17.700000000000003,GOV,68,31
2012,17.800000000000004,GOV,70,29
2022,17.800000000000004,GOV,75,24
Evers least change,17.800000000000004,GOV,69,30
People's Map Commission,17.800000000000004,GOV,68,31
2012,17.9,GOV,70,29
2022,17.9,GOV,75,24
Evers least change,17.9,GOV,70,29
People's Map Commission,17.9,GOV,68,31
2012,18,GOV,70,29
2022,18,GOV,75,24
Evers least change,18,GOV,70,29
People's Map Commission,18,GOV,68,31
2012,18.1,GOV,70,29
2022,18.1,GOV,75,24
Evers least change,18.1,GOV,70,29
People's Map Commission,18.1,GOV,68,31
2012,18.200000000000003,GOV,70,29
2022,18.200000000000003,GOV,75,24
Evers least change,18.200000000000003,GOV,70,29
People's Map Commission,18.200000000000003,GOV,68,31
2012,18.300000000000004,GOV,71,28
2022,18.300000000000004,GOV,76,23
Evers least change,18.300000000000004,GOV,70,29
People's Map Commission,18.300000000000004,GOV,68,31
2012,18.400000000000006,GOV,71,28
2022,18.400000000000006,GOV,76,23
Evers least change,18.400000000000006,GOV,70,29
People's Map Commission,18.400000000000006,GOV,68,31
2012,18.5,GOV,71,28
2022,18.5,GOV,76,23
Evers least change,18.5,GOV,71,28
People's Map Commission,18.5,GOV,68,31
2012,18.6,GOV,72,27
2022,18.6,GOV,76,23
Evers least change,18.6,GOV,71,28
People's Map Commission,18.6,GOV,68,31
2012,18.700000000000003,GOV,72,27
2022,18.700000000000003,GOV,77,22
Evers least change,18.700000000000003,GOV,71,28
People's Map Commission,18.700000000000003,GOV,68,31
2012,18.800000000000004,GOV,72,27
2022,18.800000000000004,GOV,77,22
Evers least change,18.800000000000004,GOV,72,27
People's Map Commission,18.800000000000004,GOV,69,30
2012,18.900000000000006,GOV,72,27
2022,18.900000000000006,GOV,78,21
Evers least change,18.900000000000006,GOV,72,27
People's Map Commission,18.900000000000006,GOV,69,30
2012,19,GOV,72,27
2022,19,GOV,78,21
Evers least change,19,GOV,72,27
People's Map Commission,19,GOV,69,30
2012,19.1,GOV,73,26
2022,19.1,GOV,78,21
Evers least change,19.1,GOV,72,27
People's Map Commission,19.1,GOV,69,30
2012,19.200000000000003,GOV,74,25
2022,19.200000000000003,GOV,78,21
Evers least change,19.200000000000003,GOV,72,27
People's Map Commission,19.200000000000003,GOV,69,30
2012,19.300000000000004,GOV,74,25
2022,19.300000000000004,GOV,79,20
Evers least change,19.300000000000004,GOV,72,27
People's Map Commission,19.300000000000004,GOV,69,30
2012,19.400000000000006,GOV,74,25
2022,19.400000000000006,GOV,79,20
Evers least change,19.400000000000006,GOV,73,26
People's Map Commission,19.400000000000006,GOV,69,30
2012,19.5,GOV,74,25
2022,19.5,GOV,79,20
Evers least change,19.5,GOV,73,26
People's Map Commission,19.5,GOV,69,30
2012,19.6,GOV,74,25
2022,19.6,GOV,79,20
Evers least change,19.6,GOV,73,26
People's Map Commission,19.6,GOV,69,30
2012,19.700000000000003,GOV,74,25
2022,19.700000000000003,GOV,79,20
Evers least change,19.700000000000003,GOV,73,26
People's Map Commission,19.700000000000003,GOV,69,30
2012,19.800000000000004,GOV,74,25
2022,19.800000000000004,GOV,79,20
Evers least change,19.800000000000004,GOV,73,26
People's Map Commission,19.800000000000004,GOV,69,30
2012,19.900000000000006,GOV,74,25
2022,19.900000000000006,GOV,79,20
Evers least change,19.900000000000006,GOV,73,26
People's Map Commission,19.900000000000006,GOV,69,30
2012,20,GOV,74,25
2022,20,GOV,79,20
Evers least change,20,GOV,73,26
People's Map Commission,20,GOV,70,29
2012,-20,USS,23,76
2022,-20,USS,26,73
Evers least change,-20,USS,24,75
People's Map Commission,-20,USS,21,78
2012,-19.9,USS,23,76
2022,-19.9,USS,26,73
Evers least change,-19.9,USS,24,75
People's Map Commission,-19.9,USS,21,78
2012,-19.8,USS,23,76
2022,-19.8,USS,26,73
Evers least change,-19.8,USS,24,75
People's Map Commission,-19.8,USS,22,77
2012,-19.7,USS,23,76
2022,-19.7,USS,26,73
Evers least change,-19.7,USS,24,75
People's Map Commission,-19.7,USS,22,77
2012,-19.6,USS,23,76
2022,-19.6,USS,26,73
Evers least change,-19.6,USS,24,75
People's Map Commission,-19.6,USS,22,77
2012,-19.5,USS,23,76
2022,-19.5,USS,26,73
Evers least change,-19.5,USS,24,75
People's Map Commission,-19.5,USS,22,77
2012,-19.4,USS,23,76
2022,-19.4,USS,26,73
Evers least change,-19.4,USS,24,75
People's Map Commission,-19.4,USS,22,77
2012,-19.3,USS,23,76
2022,-19.3,USS,26,73
Evers least change,-19.3,USS,24,75
People's Map Commission,-19.3,USS,22,77
2012,-19.2,USS,23,76
2022,-19.2,USS,26,73
Evers least change,-19.2,USS,24,75
People's Map Commission,-19.2,USS,22,77
2012,-19.1,USS,23,76
2022,-19.1,USS,26,73
Evers least change,-19.1,USS,24,75
People's Map Commission,-19.1,USS,22,77
2012,-19,USS,23,76
2022,-19,USS,26,73
Evers least change,-19,USS,24,75
People's Map Commission,-19,USS,22,77
2012,-18.9,USS,23,76
2022,-18.9,USS,26,73
Evers least change,-18.9,USS,24,75
People's Map Commission,-18.9,USS,22,77
2012,-18.8,USS,24,75
2022,-18.8,USS,26,73
Evers least change,-18.8,USS,24,75
People's Map Commission,-18.8,USS,22,77
2012,-18.7,USS,24,75
2022,-18.7,USS,26,73
Evers least change,-18.7,USS,24,75
People's Map Commission,-18.7,USS,22,77
2012,-18.6,USS,24,75
2022,-18.6,USS,26,73
Evers least change,-18.6,USS,24,75
People's Map Commission,-18.6,USS,22,77
2012,-18.5,USS,24,75
2022,-18.5,USS,26,73
Evers least change,-18.5,USS,24,75
People's Map Commission,-18.5,USS,22,77
2012,-18.4,USS,24,75
2022,-18.4,USS,26,73
Evers least change,-18.4,USS,24,75
People's Map Commission,-18.4,USS,22,77
2012,-18.3,USS,24,75
2022,-18.3,USS,26,73
Evers least change,-18.3,USS,24,75
People's Map Commission,-18.3,USS,22,77
2012,-18.2,USS,24,75
2022,-18.2,USS,26,73
Evers least change,-18.2,USS,24,75
People's Map Commission,-18.2,USS,22,77
2012,-18.1,USS,24,75
2022,-18.1,USS,26,73
Evers least change,-18.1,USS,24,75
People's Map Commission,-18.1,USS,22,77
2012,-18,USS,24,75
2022,-18,USS,26,73
Evers least change,-18,USS,24,75
People's Map Commission,-18,USS,22,77
2012,-17.9,USS,25,74
2022,-17.9,USS,26,73
Evers least change,-17.9,USS,24,75
People's Map Commission,-17.9,USS,22,77
2012,-17.8,USS,25,74
2022,-17.8,USS,26,73
Evers least change,-17.8,USS,25,74
People's Map Commission,-17.8,USS,22,77
2012,-17.7,USS,25,74
2022,-17.7,USS,26,73
Evers least change,-17.7,USS,25,74
People's Map Commission,-17.7,USS,22,77
2012,-17.6,USS,25,74
2022,-17.6,USS,26,73
Evers least change,-17.6,USS,25,74
People's Map Commission,-17.6,USS,22,77
2012,-17.5,USS,25,74
2022,-17.5,USS,26,73
Evers least change,-17.5,USS,25,74
People's Map Commission,-17.5,USS,22,77
2012,-17.4,USS,25,74
2022,-17.4,USS,26,73
Evers least change,-17.4,USS,25,74
People's Map Commission,-17.4,USS,22,77
2012,-17.3,USS,25,74
2022,-17.3,USS,28,71
Evers least change,-17.3,USS,26,73
People's Map Commission,-17.3,USS,22,77
2012,-17.2,USS,25,74
2022,-17.2,USS,28,71
Evers least change,-17.2,USS,26,73
People's Map Commission,-17.2,USS,22,77
2012,-17.1,USS,25,74
2022,-17.1,USS,28,71
Evers least change,-17.1,USS,26,73
People's Map Commission,-17.1,USS,22,77
2012,-17,USS,25,74
2022,-17,USS,28,71
Evers least change,-17,USS,26,73
People's Map Commission,-17,USS,22,77
2012,-16.9,USS,25,74
2022,-16.9,USS,28,71
Evers least change,-16.9,USS,26,73
People's Map Commission,-16.9,USS,22,77
2012,-16.8,USS,25,74
2022,-16.8,USS,28,71
Evers least change,-16.8,USS,26,73
People's Map Commission,-16.8,USS,22,77
2012,-16.7,USS,25,74
2022,-16.7,USS,28,71
Evers least change,-16.7,USS,26,73
People's Map Commission,-16.7,USS,22,77
2012,-16.6,USS,25,74
2022,-16.6,USS,28,71
Evers least change,-16.6,USS,26,73
People's Map Commission,-16.6,USS,22,77
2012,-16.5,USS,25,74
2022,-16.5,USS,29,70
Evers least change,-16.5,USS,26,73
People's Map Commission,-16.5,USS,22,77
2012,-16.4,USS,25,74
2022,-16.4,USS,29,70
Evers least change,-16.4,USS,26,73
People's Map Commission,-16.4,USS,22,77
2012,-16.3,USS,25,74
2022,-16.3,USS,29,70
Evers least change,-16.3,USS,26,73
People's Map Commission,-16.3,USS,22,77
2012,-16.2,USS,26,73
2022,-16.2,USS,29,70
Evers least change,-16.2,USS,26,73
People's Map Commission,-16.2,USS,22,77
2012,-16.1,USS,26,73
2022,-16.1,USS,29,70
Evers least change,-16.1,USS,26,73
People's Map Commission,-16.1,USS,22,77
2012,-16,USS,26,73
2022,-16,USS,29,70
Evers least change,-16,USS,26,73
People's Map Commission,-16,USS,22,77
2012,-15.899999999999999,USS,26,73
2022,-15.899999999999999,USS,29,70
Evers least change,-15.899999999999999,USS,26,73
People's Map Commission,-15.899999999999999,USS,22,77
2012,-15.8,USS,26,73
2022,-15.8,USS,29,70
Evers least change,-15.8,USS,26,73
People's Map Commission,-15.8,USS,22,77
2012,-15.7,USS,26,73
2022,-15.7,USS,29,70
Evers least change,-15.7,USS,26,73
People's Map Commission,-15.7,USS,22,77
2012,-15.6,USS,26,73
2022,-15.6,USS,29,70
Evers least change,-15.6,USS,27,72
People's Map Commission,-15.6,USS,22,77
2012,-15.5,USS,26,73
2022,-15.5,USS,29,70
Evers least change,-15.5,USS,27,72
People's Map Commission,-15.5,USS,22,77
2012,-15.399999999999999,USS,26,73
2022,-15.399999999999999,USS,29,70
Evers least change,-15.399999999999999,USS,27,72
People's Map Commission,-15.399999999999999,USS,22,77
2012,-15.3,USS,26,73
2022,-15.3,USS,29,70
Evers least change,-15.3,USS,27,72
People's Map Commission,-15.3,USS,22,77
2012,-15.2,USS,26,73
2022,-15.2,USS,29,70
Evers least change,-15.2,USS,27,72
People's Map Commission,-15.2,USS,22,77
2012,-15.1,USS,26,73
2022,-15.1,USS,29,70
Evers least change,-15.1,USS,27,72
People's Map Commission,-15.1,USS,22,77
2012,-15,USS,26,73
2022,-15,USS,29,70
Evers least change,-15,USS,27,72
People's Map Commission,-15,USS,22,77
2012,-14.899999999999999,USS,26,73
2022,-14.899999999999999,USS,29,70
Evers least change,-14.899999999999999,USS,27,72
People's Map Commission,-14.899999999999999,USS,22,77
2012,-14.8,USS,26,73
2022,-14.8,USS,29,70
Evers least change,-14.8,USS,27,72
People's Map Commission,-14.8,USS,22,77
2012,-14.7,USS,26,73
2022,-14.7,USS,29,70
Evers least change,-14.7,USS,27,72
People's Map Commission,-14.7,USS,22,77
2012,-14.6,USS,26,73
2022,-14.6,USS,29,70
Evers least change,-14.6,USS,27,72
People's Map Commission,-14.6,USS,22,77
2012,-14.5,USS,26,73
2022,-14.5,USS,29,70
Evers least change,-14.5,USS,27,72
People's Map Commission,-14.5,USS,24,75
2012,-14.399999999999999,USS,26,73
2022,-14.399999999999999,USS,29,70
Evers least change,-14.399999999999999,USS,27,72
People's Map Commission,-14.399999999999999,USS,25,74
2012,-14.3,USS,26,73
2022,-14.3,USS,29,70
Evers least change,-14.3,USS,27,72
People's Map Commission,-14.3,USS,25,74
2012,-14.2,USS,27,72
2022,-14.2,USS,30,69
Evers least change,-14.2,USS,27,72
People's Map Commission,-14.2,USS,25,74
2012,-14.1,USS,27,72
2022,-14.1,USS,30,69
Evers least change,-14.1,USS,27,72
People's Map Commission,-14.1,USS,25,74
2012,-14,USS,27,72
2022,-14,USS,30,69
Evers least change,-14,USS,27,72
People's Map Commission,-14,USS,25,74
2012,-13.899999999999999,USS,27,72
2022,-13.899999999999999,USS,30,69
Evers least change,-13.899999999999999,USS,27,72
People's Map Commission,-13.899999999999999,USS,25,74
2012,-13.8,USS,27,72
2022,-13.8,USS,30,69
Evers least change,-13.8,USS,27,72
People's Map Commission,-13.8,USS,26,73
2012,-13.7,USS,27,72
2022,-13.7,USS,30,69
Evers least change,-13.7,USS,27,72
People's Map Commission,-13.7,USS,26,73
2012,-13.6,USS,27,72
2022,-13.6,USS,30,69
Evers least change,-13.6,USS,27,72
People's Map Commission,-13.6,USS,26,73
2012,-13.5,USS,27,72
2022,-13.5,USS,30,69
Evers least change,-13.5,USS,27,72
People's Map Commission,-13.5,USS,27,72
2012,-13.399999999999999,USS,27,72
2022,-13.399999999999999,USS,30,69
Evers least change,-13.399999999999999,USS,27,72
People's Map Commission,-13.399999999999999,USS,28,71
2012,-13.3,USS,27,72
2022,-13.3,USS,30,69
Evers least change,-13.3,USS,27,72
People's Map Commission,-13.3,USS,28,71
2012,-13.2,USS,27,72
2022,-13.2,USS,30,69
Evers least change,-13.2,USS,27,72
People's Map Commission,-13.2,USS,28,71
2012,-13.1,USS,27,72
2022,-13.1,USS,30,69
Evers least change,-13.1,USS,27,72
People's Map Commission,-13.1,USS,28,71
2012,-13,USS,27,72
2022,-13,USS,30,69
Evers least change,-13,USS,27,72
People's Map Commission,-13,USS,28,71
2012,-12.899999999999999,USS,27,72
2022,-12.899999999999999,USS,30,69
Evers least change,-12.899999999999999,USS,27,72
People's Map Commission,-12.899999999999999,USS,28,71
2012,-12.8,USS,27,72
2022,-12.8,USS,30,69
Evers least change,-12.8,USS,27,72
People's Map Commission,-12.8,USS,28,71
2012,-12.7,USS,27,72
2022,-12.7,USS,30,69
Evers least change,-12.7,USS,27,72
People's Map Commission,-12.7,USS,28,71
2012,-12.6,USS,27,72
2022,-12.6,USS,30,69
Evers least change,-12.6,USS,27,72
People's Map Commission,-12.6,USS,28,71
2012,-12.5,USS,27,72
2022,-12.5,USS,30,69
Evers least change,-12.5,USS,27,72
People's Map Commission,-12.5,USS,28,71
2012,-12.399999999999999,USS,27,72
2022,-12.399999999999999,USS,30,69
Evers least change,-12.399999999999999,USS,27,72
People's Map Commission,-12.399999999999999,USS,28,71
2012,-12.3,USS,27,72
2022,-12.3,USS,30,69
Evers least change,-12.3,USS,27,72
People's Map Commission,-12.3,USS,28,71
2012,-12.2,USS,27,72
2022,-12.2,USS,30,69
Evers least change,-12.2,USS,27,72
People's Map Commission,-12.2,USS,28,71
2012,-12.1,USS,27,72
2022,-12.1,USS,30,69
Evers least change,-12.1,USS,27,72
People's Map Commission,-12.1,USS,28,71
2012,-12,USS,27,72
2022,-12,USS,30,69
Evers least change,-12,USS,27,72
People's Map Commission,-12,USS,28,71
2012,-11.9,USS,27,72
2022,-11.9,USS,30,69
Evers least change,-11.9,USS,27,72
People's Map Commission,-11.9,USS,28,71
2012,-11.799999999999999,USS,27,72
2022,-11.799999999999999,USS,30,69
Evers least change,-11.799999999999999,USS,27,72
People's Map Commission,-11.799999999999999,USS,28,71
2012,-11.7,USS,27,72
2022,-11.7,USS,30,69
Evers least change,-11.7,USS,27,72
People's Map Commission,-11.7,USS,28,71
2012,-11.6,USS,27,72
2022,-11.6,USS,30,69
Evers least change,-11.6,USS,27,72
People's Map Commission,-11.6,USS,28,71
2012,-11.5,USS,27,72
2022,-11.5,USS,30,69
Evers least change,-11.5,USS,27,72
People's Map Commission,-11.5,USS,28,71
2012,-11.4,USS,27,72
2022,-11.4,USS,30,69
Evers least change,-11.4,USS,28,71
People's Map Commission,-11.4,USS,28,71
2012,-11.299999999999999,USS,27,72
2022,-11.299999999999999,USS,30,69
Evers least change,-11.299999999999999,USS,28,71
People's Map Commission,-11.299999999999999,USS,28,71
2012,-11.2,USS,28,71
2022,-11.2,USS,30,69
Evers least change,-11.2,USS,28,71
People's Map Commission,-11.2,USS,28,71
2012,-11.1,USS,29,70
2022,-11.1,USS,30,69
Evers least change,-11.1,USS,28,71
People's Map Commission,-11.1,USS,28,71
2012,-11,USS,29,70
2022,-11,USS,30,69
Evers least change,-11,USS,28,71
People's Map Commission,-11,USS,29,70
2012,-10.9,USS,29,70
2022,-10.9,USS,30,69
Evers least change,-10.9,USS,29,70
People's Map Commission,-10.9,USS,29,70
2012,-10.799999999999999,USS,29,70
2022,-10.799999999999999,USS,30,69
Evers least change,-10.799999999999999,USS,29,70
People's Map Commission,-10.799999999999999,USS,29,70
2012,-10.7,USS,29,70
2022,-10.7,USS,30,69
Evers least change,-10.7,USS,29,70
People's Map Commission,-10.7,USS,29,70
